48156,1,4,2
54194,2,2,2
56924,1,1,1
96723,4,1,4
81782,3,1,4
15014,3,1,1
70994,1,1,1
92362,2,1,2
71941,4,1,1
93725,1,4,4
43275,4,1,1
01146,2,3,4
87293,4,4,2
69481,4,2,1
20196,4,1,4
10229,2,4,4
46666,2,1,2
72233,4,4,4
19328,1,3,2
68683,1,1,4
30415,3,3,1
18348,1,2,4
18007,2,3,1
69623,2,2,3
63971,1,3,3
78767,1,1,3
08661,3,2,2
32471,3,3,2
27770,4,3,2
49517,4,1,4
11916,3,3,2
76979,1,1,1
69218,1,1,1
10550,1,3,4
96299,3,1,2
69735,2,1,4
11595,4,1,4
46424,4,1,3
62519,1,2,3
03903,2,3,4
22568,1,2,4
96093,2,1,1
29821,4,1,2
98905,3,4,1
83946,3,4,4
83882,1,1,1
71684,4,2,3
56043,1,1,4
33404,1,1,2
88303,4,3,1
87454,4,2,3
17350,3,3,1
10593,4,4,1
67020,3,4,2
74035,1,2,3
62493,1,2,1
86381,2,3,2
80105,4,3,1
13038,4,3,4
80358,4,3,4
77486,3,1,3
88023,1,2,3
56809,1,1,3
30643,1,4,4
69909,4,3,4
78967,3,1,2
02673,1,1,3
78421,2,1,1
66104,1,2,4
89411,3,2,2
77569,3,4,3
58923,4,2,3
35760,2,2,2
00181,2,4,1
97404,2,4,1
58075,4,3,2
71086,3,1,2
70439,3,3,1
41403,3,3,4
36206,3,2,4
04933,2,2,4
94078,4,1,1
32225,4,3,4
29066,2,4,3
58718,3,1,1
58871,2,3,3
71407,2,1,4
70838,4,1,1
71903,4,2,3
89817,2,2,4
41837,4,1,3
74995,3,3,4
02886,2,4,1
51626,1,3,3
05650,3,3,3
40641,4,3,3
41689,4,1,4
56719,2,4,3
55123,4,2,1
12909,1,2,1
07212,3,3,3
78923,3,4,2
46743,3,4,2
55706,1,2,4
24920,3,3,4
61683,3,4,4
83941,2,4,3
24022,2,2,4
52825,4,3,1
95487,4,1,4
94469,2,4,1
20951,3,4,2
43909,4,1,2
23665,4,3,3
08364,3,3,4
26307,2,2,4
01289,1,2,2
60965,2,1,4
64741,4,1,3
75772,4,1,4
49582,2,2,1
58621,1,2,3
97091,3,2,2
81179,3,1,1
90403,3,1,2
35917,1,1,3
39894,2,3,3
48431,4,1,1
77631,2,4,4
47100,2,2,3
53354,2,3,2
11301,2,4,3
08510,3,2,2
33267,3,3,2
10833,2,4,1
26532,4,3,4
33056,3,4,4
47495,1,3,2
59766,2,4,1
25287,3,2,3
52047,4,1,4
77155,2,4,4
82642,3,4,4
34417,3,2,4
80484,2,4,1
91579,2,1,3
37445,1,1,4
39071,3,4,3
08745,1,1,2
79716,3,3,2
63921,1,4,4
89787,2,2,1
26911,2,3,2
07910,2,3,4
87904,2,4,1
19107,2,3,4
67956,2,1,3
23926,2,3,3
23151,1,3,4
85343,4,3,3
86198,1,2,1
92791,3,2,3
79048,3,2,2
45311,3,4,1
26551,4,1,4
94882,3,1,1
63094,1,4,4
47422,1,2,1
43708,3,1,3
05632,3,3,4
87626,3,3,1
73401,2,1,4
62192,4,1,1
53695,2,1,1
37364,4,4,4
60798,2,2,2
49451,4,2,3
95379,4,2,4
16772,1,2,4
39876,4,2,1
19488,2,1,1
64367,1,4,4
54235,1,2,2
30945,4,4,3
97425,4,4,2
04076,1,3,1
17792,4,1,1
35566,1,4,3
45903,1,2,4
16023,3,1,3
28839,4,2,1
32435,1,3,2
30653,2,3,1
51100,1,2,4
24923,2,4,1
09563,4,2,1
36946,3,4,4
10671,4,1,1
91072,1,1,1
45166,3,2,3
96290,1,3,1
40787,3,2,1
05077,4,1,1
82955,2,3,4
75351,4,3,2
05724,1,3,3
78442,2,1,3
73118,3,2,4
14359,3,1,1
06060,2,3,4
55585,4,1,1
83314,4,3,4
43683,3,1,3
58773,3,4,1
99927,1,4,4
74261,4,2,4
15814,2,1,2
33380,2,3,4
26626,3,2,2
55997,1,1,3
66890,4,2,1
78991,4,4,2
01125,1,3,4
90299,3,1,4
02806,4,2,1
54017,3,1,4
07439,2,4,1
09241,4,2,4
65312,4,2,3
47284,4,3,4
56572,1,2,1
70229,3,3,1
03880,1,3,4
99033,1,4,1
60056,3,2,4
30512,1,1,3
32170,2,3,4
56844,1,2,4
01545,1,1,1
25491,4,2,4
36591,4,4,4
42890,1,4,3
70793,1,3,1
21548,1,1,2
61510,2,4,3
16262,1,1,1
05417,4,2,3
54131,1,4,2
59128,2,3,3
69940,3,3,4
23825,2,2,4
40197,1,1,4
59151,1,3,2
53557,1,4,4
03780,3,4,2
71958,2,1,4
24761,4,3,4
76479,1,3,4
10891,3,1,1
74447,3,2,3
08992,2,4,4
48502,4,1,3
71152,1,3,4
40315,4,2,1
53847,2,4,1
35139,1,4,1
70024,4,4,4
63140,2,4,2
71696,4,1,2
04579,1,3,2
78485,4,4,1
63165,4,1,1
16544,2,3,4
63929,3,3,4
31985,2,2,2
46271,4,2,2
73111,1,2,1
32289,4,4,2
80749,3,2,1
24267,1,2,1
02979,2,1,4
60212,2,3,2
36227,2,1,1
56799,3,1,4
19045,3,1,2
23750,2,4,4
63619,3,2,2
80423,3,1,2
23066,2,3,4
75386,1,1,3
99257,2,3,1
53997,1,4,4
59242,2,2,3
75839,1,2,1
08654,4,4,3
42669,3,1,3
06921,1,3,4
36913,3,2,1
72622,1,2,1
44266,2,2,1
09713,1,2,1
26432,2,2,4
26829,3,3,1
90884,4,1,4
93498,3,4,4
75532,1,1,3
01710,3,2,1
14613,1,4,2
09710,2,1,1
57604,3,2,1
58393,4,2,4
88915,4,3,4
30811,3,3,4
59014,4,2,2
61138,4,3,1
25359,2,3,1
11862,1,4,2
14653,3,4,4
02421,2,1,1
52719,2,2,2
53995,3,4,3
59322,1,2,1
12371,2,1,3
04132,2,1,4
86550,2,2,3
66821,1,1,2
07732,3,3,1
55672,1,2,2
36262,4,1,1
86359,4,4,4
77505,1,1,1
88873,1,4,3
65563,2,4,1
00457,2,2,3
98082,1,4,2
60184,2,1,1
52797,3,4,1
45192,3,4,4
78143,2,3,2
44834,3,2,1
59611,4,1,1
16941,1,3,1
76758,3,3,1
38292,1,2,2
34175,4,3,1
93039,3,4,3
91439,2,3,2
14955,1,3,4
79934,4,4,2
81755,4,2,2
12717,2,2,3
78998,4,3,1
19539,4,4,3
60946,2,3,1
63638,3,3,4
65895,3,4,4
55311,2,1,1
12591,2,4,4
50063,1,2,1
10735,4,4,1
93581,4,3,4
87811,1,2,3
14444,3,1,4
11144,2,2,1
12799,2,4,1
60599,3,2,3
80701,3,4,2
21965,4,4,4
91885,1,1,2
03208,2,3,3
20317,1,2,4
15505,1,2,2
76213,1,4,1
78299,4,3,3
25565,3,2,3
44142,2,1,4
74278,1,4,1
75868,1,3,1
61603,1,3,1
31567,2,3,3
52870,4,4,4
12485,4,3,4
23948,4,4,3
25343,4,3,3
12380,4,4,2
77686,4,4,2
15161,4,1,2
16796,1,2,3
35161,4,4,1
54490,3,1,2
65211,2,1,1
21143,3,1,2
87856,2,1,3
34572,2,3,2
28904,3,1,1
75619,2,4,4
81845,3,1,4
20766,2,1,3
31437,4,3,1
00570,3,2,3
94114,3,4,2
11493,2,2,4
05191,2,2,4
00883,1,4,1
90380,3,1,3
33311,4,4,2
15761,1,1,1
36464,1,1,4
92506,3,4,2
52059,1,1,3
17069,4,4,2
22265,3,4,3
78240,2,3,3
54833,2,1,3
15199,3,2,1
62502,1,1,2
09352,3,4,4
84674,4,4,3
92808,1,2,2
44958,3,1,4
54542,2,4,1
74470,4,4,4
30900,3,4,1
79128,2,1,3
25057,2,1,3
28984,3,1,1
39769,1,3,2
82532,1,4,1
39935,2,1,4
25161,4,4,3
03275,1,3,4
51652,4,2,4
88668,4,2,4
22390,3,4,4
99134,3,1,2
83807,2,4,3
68388,3,2,2
24282,2,2,4
22003,4,1,3
17868,2,1,2
77240,3,4,1
98925,2,2,3
58172,4,4,2
73252,1,2,2
47597,2,2,2
94217,2,2,4
19517,4,2,2
39472,1,3,1
91228,1,2,2
84745,1,1,1
73010,3,2,2
47723,1,3,1
45690,4,2,1
55747,4,1,2
98685,4,1,1
82773,3,4,3
63663,3,4,1
28945,2,3,2
80916,3,3,2
35548,1,1,2
77322,1,4,4
64950,4,2,3
45830,2,1,1
55539,2,2,2
18380,3,3,3
17788,2,3,2
79003,3,4,1
07049,1,2,3
17237,1,4,4
86427,2,4,2
19949,1,3,2
76249,3,2,3
94199,2,3,1
30955,2,3,4
23047,2,1,4
32818,2,1,3
71225,3,1,2
64640,4,1,2
46699,1,3,1
34329,2,1,3
57875,4,1,2
37159,2,3,4
12560,2,2,3
16005,1,3,4
22127,1,3,4
45127,3,4,3
56529,2,2,3
22940,3,3,1
67582,3,3,2
73806,1,4,1
41922,4,1,1
39284,1,4,4
12468,4,4,4
79590,1,4,3
05973,3,3,4
63232,3,4,4
30202,4,1,3
64804,3,3,3
62945,2,3,2
18556,3,2,3
37982,2,1,1
48857,2,3,2
48308,4,2,4
05502,2,2,4
51638,4,4,4
73924,1,4,2
89016,4,3,1
36327,3,1,2
37665,4,4,4
53031,1,3,1
62106,1,3,4
91534,2,3,1
85580,3,2,4
97595,2,1,1
08312,1,4,4
56756,2,3,1
63512,3,3,3
33446,2,4,4
04722,2,2,3
48319,3,4,4
86828,2,2,3
78736,1,3,1
98525,3,4,4
67621,2,2,3
88405,4,3,1
58258,3,2,4
92230,4,4,2
58600,3,1,3
98857,1,1,4
36722,3,4,3
32829,3,1,4
92862,1,1,3
71889,3,4,4
77088,2,4,2
80686,2,2,3
06033,2,4,2
53440,2,1,4
90609,1,2,2
01083,4,3,4
73563,3,3,4
27759,2,1,3
77544,1,3,3
87846,2,3,3
65125,4,2,4
52120,3,3,3
94073,4,4,3
85379,1,3,1
44230,2,3,3
30186,2,4,2
87954,4,1,4
37610,3,4,4
40661,3,2,1
84104,4,1,4
80185,2,2,4
45128,4,3,4
43437,3,4,2
31891,4,2,3
81798,1,2,1
48534,2,3,3
02728,2,2,2
08594,2,1,2
25585,3,2,1
93083,2,1,3
89640,4,4,1
42984,4,4,4
11836,3,3,4
15518,1,3,3
04259,3,4,2
72640,3,2,4
25103,4,2,3
72060,3,4,3
45289,1,2,2
67146,3,2,4
03611,3,2,4
17606,4,3,4
65641,4,3,3
37710,4,2,4
98186,3,4,4
29645,3,4,2
66397,3,3,1
11386,3,3,3
99431,1,1,4
35650,2,4,4
21257,3,3,3
83729,3,2,4
73419,1,3,2
06694,3,3,1
22756,3,2,4
89911,3,4,1
29085,4,2,4
09627,4,4,4
97967,4,4,2
30117,1,1,1
94257,2,1,4
45565,2,4,1
53071,3,4,3
83087,3,3,4
49302,3,1,1
10192,1,4,2
25405,3,4,2
72243,2,1,3
27346,1,3,3
38662,2,3,3
57703,2,4,2
16399,3,1,1
50083,4,1,3
12294,1,3,2
17331,1,2,4
11018,4,2,1
69319,2,1,4
54146,2,4,3
22664,4,1,1
54786,2,2,1
64148,2,1,2
09127,3,1,3
77900,4,2,2
82613,4,3,3
46847,4,2,4
16872,1,2,3
89318,2,3,2
85652,2,2,3
16726,4,2,4
48549,1,2,4
08322,3,1,2
61372,1,1,2
67442,1,1,3
81328,3,4,2
10921,4,3,1
21414,4,1,4
36345,3,1,2
37572,3,3,2
97523,4,1,2
07032,3,3,2
78453,2,3,4
56833,4,4,3
50707,2,2,4
51471,3,3,2
18290,2,2,3
38773,3,2,4
95978,2,4,4
51847,3,2,2
77025,2,1,1
77617,2,1,1
58328,2,1,1
71798,3,1,4
69746,2,4,1
02753,1,4,2
71531,4,3,2
88345,1,3,3
16782,2,3,4
70060,3,3,2
22484,3,1,4
73463,4,1,3
06880,4,3,2
49564,1,4,3
22857,2,3,2
24576,2,1,2
71049,2,2,4
35250,4,4,3
31637,2,1,2
36764,4,1,3
63541,2,4,3
70550,3,3,2
55532,1,2,3
91149,4,1,2
98752,3,1,3
37109,4,3,2
94330,2,3,2
36682,3,1,2
74400,1,3,3
86465,4,1,2
62334,4,2,4
78645,1,1,2
13554,2,2,3
90473,2,4,1
56104,3,2,2
86710,2,4,3
48805,2,2,1
41571,3,4,2
19966,1,1,4
41370,3,3,4
92561,4,3,3
96600,3,2,2
19771,2,1,4
58171,3,1,1
96282,4,1,2
32344,2,4,4
67651,1,2,4
34279,3,4,4
58189,4,3,2
87197,3,2,2
32622,4,1,2
02477,2,4,3
82570,4,2,2
39982,1,2,1
82329,3,2,4
48746,4,2,3
92162,3,2,3
25201,1,2,2
50274,4,1,1
18633,3,4,4
85711,3,2,4
34273,2,4,4
18543,1,1,1
32997,2,3,2
65134,4,4,4
14130,4,4,3
56308,4,2,4
74872,4,1,3
49463,4,2,3
39578,1,3,4
97301,4,3,1
57616,4,3,1
97584,1,4,1
56989,3,2,3
64445,3,3,3
84919,2,4,3
92335,2,3,3
03231,2,1,1
11517,4,3,4
76353,1,1,2
14361,3,1,4
38068,1,1,4
82458,3,4,4
04857,2,4,3
96529,3,4,4
85197,4,4,3
76091,1,3,3
07503,1,4,1
36838,2,3,1
95425,1,1,2
18198,3,3,3
85575,2,3,1
96258,2,1,4
91763,4,2,4
36058,3,2,4
22002,1,2,2
56980,1,1,2
47039,2,1,2
46883,3,1,2
86799,3,2,2
12461,2,1,2
51899,2,1,3
41943,3,2,3
16889,3,2,4
98775,4,3,4
67137,2,4,4
17183,1,4,1
55473,4,2,3
61725,1,3,2
84084,1,4,2
42223,4,4,2
13244,3,1,4
71052,4,3,1
45756,4,2,2
86386,1,2,3
21123,2,3,3
62795,1,1,1
73892,1,3,2
58028,3,4,4
77794,4,2,3
97252,4,4,4
94360,2,3,2
05173,2,3,2
47464,4,1,1
05245,3,2,4
03171,1,4,3
26487,3,3,2
93569,4,1,2
62055,2,3,4
06593,1,1,3
60588,3,1,3
14528,1,2,4
30198,3,2,4
36301,1,3,2
30594,1,1,2
15078,1,1,3
35602,3,3,1
40099,3,4,4
25495,2,3,3
69226,1,4,3
36495,3,4,2
38382,4,2,4
81640,4,2,1
73329,4,1,3
52754,2,3,4
82166,1,1,3
31154,4,1,3
42082,2,3,4
04299,3,1,1
96165,4,2,3
89052,4,3,2
11092,2,1,3
88817,1,3,1
82700,1,1,2
36755,2,3,4
46913,1,1,2
75984,1,2,4
59577,4,3,1
43614,1,4,3
97874,2,3,4
51304,1,2,4
21112,4,1,4
94569,1,3,3
38251,2,1,3
17731,4,1,2
15317,3,3,2
09043,3,1,2
84528,4,1,1
60002,2,2,2
35318,1,1,3
44733,3,3,2
07662,4,4,2
51082,4,4,2
34143,4,2,4
41491,4,1,3
28933,3,4,4
60442,2,3,1
99669,3,4,4
61866,3,3,4
82910,1,1,4
39061,4,4,4
50230,2,2,3
85934,2,4,3
74545,3,3,2
68145,4,1,1
54370,1,4,4
77340,1,2,4
07360,2,4,4
38311,1,2,2
03075,2,3,3
57729,2,1,1
21855,4,1,1
82776,1,2,3
70975,1,3,1
58636,2,1,4
19429,2,2,4
18454,3,2,3
19884,3,1,1
05218,1,1,4
86636,2,4,3
66313,2,1,2
49873,2,1,2
02080,4,4,2
56679,4,4,2
81766,4,3,2
17627,3,2,1
07550,3,3,1
86260,4,1,2
07628,4,4,3
19132,3,2,3
30771,1,4,1
73871,3,4,4
12911,4,1,2
88735,2,4,3
69518,4,2,4
12431,2,2,1
27553,4,4,2
90737,1,2,4
76940,4,1,4
73576,3,2,3
03593,3,1,3
72080,3,4,3
22704,2,2,3
04979,3,2,2
81248,3,2,1
22641,3,1,1
24751,1,4,4
55165,4,2,3
34956,2,1,1
43940,2,4,1
29501,4,1,1
44095,3,3,2
29234,4,4,4
18077,2,4,3
27333,2,1,1
60465,3,1,1
11561,4,3,1
68443,2,2,3
13105,3,2,1
37756,2,3,1
25841,4,2,2
36646,1,1,4
58390,2,4,4
58598,1,4,4
77847,2,1,1
41636,1,3,4
39696,2,3,2
23850,4,4,1
83779,2,3,3
78105,4,1,2
48559,4,1,1
90938,4,2,1
74534,3,2,4
26463,1,1,2
67449,3,4,3
51205,3,3,1
09819,3,4,1
78745,3,4,3
42769,2,4,1
93099,4,3,2
45671,2,1,4
95286,4,3,1
74068,1,4,1
59884,1,3,4
60307,3,1,1
58340,1,1,4
70359,2,1,2
49030,2,2,3
46836,4,3,3
10381,3,3,3
84167,3,2,3
62535,1,4,4
17384,3,2,1
91542,1,3,2
31075,3,4,4
01707,3,4,3
62277,2,4,3
86709,2,1,4
30555,2,2,2
32614,1,3,3
39155,2,1,3
06189,2,1,3
45672,4,1,4
23056,1,1,3
07547,4,4,2
26752,3,2,4
45911,2,2,2
34477,1,1,4
24668,3,2,1
97452,2,1,1
88813,4,3,3
16934,4,3,2
28774,4,3,4
19589,3,2,4
46528,3,2,3
36344,4,3,4
62620,3,2,2
22082,4,2,4
54225,3,2,1
44485,1,4,2
09717,2,3,2
16385,1,3,4
28043,1,2,2
51686,4,2,3
22162,3,3,2
11174,3,2,1
92932,4,4,4
55162,3,3,4
92960,3,1,3
94998,4,4,3
56733,3,1,3
26990,4,4,2
12522,4,1,3
41030,3,1,3
31772,2,1,4
66707,3,3,1
98877,3,2,3
08554,1,2,1
13027,3,4,2
27524,2,3,1
29538,4,1,3
51676,1,1,2
29792,2,4,3
88090,4,2,2
24345,3,2,2
61046,1,1,1
55770,2,2,2
75294,1,3,3
70312,1,2,3
27233,1,3,1
29227,2,4,4
66177,2,2,2
64723,1,1,4
53825,1,1,1
16340,3,2,3
04117,1,4,4
55872,2,4,2
70357,1,4,1
81772,1,2,2
32651,4,3,3
15366,3,2,3
24637,3,3,4
84301,2,1,3
24888,4,2,4
52938,1,4,1
81017,3,3,4
96070,3,4,1
14176,4,1,4
91557,4,4,3
34964,4,1,2
09779,2,4,2
72144,2,3,4
04606,3,2,3
11178,2,3,1
44960,1,2,4
10870,1,1,4
50428,4,1,4
47265,2,1,3
84890,1,4,4
33905,2,3,4
40976,4,2,2
57833,1,2,1
53974,2,4,3
30874,2,4,3
22465,2,2,2
62290,4,2,4
73779,3,2,2
88339,3,1,1
29121,2,1,1
96869,1,2,3
02280,3,2,4
65857,4,3,3
44167,1,1,1
44798,3,2,2
77857,4,2,3
84521,2,1,3
83843,1,2,1
94171,3,1,3
23596,1,2,2
27910,3,4,4
62007,4,1,2
89867,2,4,2
87392,2,4,1
35374,3,2,3
58311,4,2,4
40770,1,2,3
11977,3,2,1
07686,2,4,3
83356,3,1,2
66395,3,1,3
89827,2,2,2
53381,4,1,3
91455,1,2,3
13417,3,4,3
81290,1,1,1
89757,2,4,4
20354,4,4,2
67246,1,2,2
88824,1,4,2
26355,3,1,3
24089,4,1,3
10425,1,1,3
30990,3,3,3
47707,1,2,4
41361,2,4,3
85568,1,4,4
19677,1,3,4
44843,2,4,4
60675,4,1,2
27057,3,3,3
58756,1,1,2
66697,3,4,3
75399,2,3,4
71984,3,4,2
03659,2,3,1
81632,1,4,2
81130,3,3,1
50818,2,4,4
96271,3,2,1
62304,2,3,1
83170,4,1,1
80845,3,2,1
51192,1,3,3
00680,3,1,3
02186,2,2,3
91209,4,4,3
48662,4,3,1
82140,1,4,3
65715,4,3,4
82445,2,4,3
12089,4,3,4
15542,3,1,1
39279,3,3,4
15677,2,3,3
20899,2,1,2
56649,4,3,2
35672,2,4,3
02783,2,1,4
12154,2,4,2
67981,2,2,3
14021,4,2,3
53574,1,1,4
21161,4,3,1
20203,4,4,4
15102,3,2,1
87482,1,4,3
01997,1,1,1
62205,3,2,3
45409,1,4,2
93335,3,3,2
75114,1,1,2
90093,2,3,1
77786,1,2,1
08400,1,4,2
71370,1,2,4
85683,2,3,1
19703,4,4,1
62202,3,2,1
01680,2,2,2
